Created	03/05/16 16:44:33
Calibration	antiwindup1_013_000

Timestamp (mS)	Accelerator_Pedal_Position	Electronic_Throttle_feedback	Error	
    194736	13.40	14.85	-1.45	
    194799	13.40	14.85	-1.45	
    194861	13.40	14.85	-1.45	
    194924	13.40	14.85	-1.45	
    194986	13.40	14.85	-1.45	
    195048	13.40	14.85	-1.45	
    195111	13.40	14.85	-1.45	
    195173	13.50	14.85	-1.45	
    195236	13.40	14.85	-1.35	
    195298	13.40	14.85	-1.45	
    195360	13.50	14.85	-1.45	
    195423	13.40	14.85	-1.35	
    195485	13.40	14.85	-1.45	
    195548	13.40	14.85	-1.45	
    195610	13.40	14.72	-1.45	
    195672	13.40	14.85	-1.45	
    195735	13.40	14.85	-1.45	
    195797	13.40	14.98	-1.45	
    195860	13.40	14.85	-1.45	
    195922	13.40	14.85	-1.45	
    195984	13.40	14.72	-1.45	
    196047	13.40	14.72	-1.45	
    196109	13.40	14.85	-1.45	
    196172	13.40	14.85	-1.45	
    196234	13.40	14.85	-1.45	
    196296	13.40	14.85	-1.45	
    196359	13.50	14.85	-1.35	
    196421	13.40	14.85	-1.45	
    196484	13.40	14.85	-1.35	
    196546	13.40	14.85	-1.35	
    196608	13.40	14.85	-1.45	
    196671	13.40	14.85	-1.45	
    196733	13.40	14.72	-1.35	
    196796	13.40	14.72	-1.45	
    196858	13.40	14.85	-1.35	
    196920	13.50	14.85	-1.35	
    196983	13.50	14.85	-1.45	
    197045	13.40	14.72	-1.35	
    197108	13.40	14.72	-1.45	
    197170	13.40	14.72	-1.45	
    197232	13.40	14.85	-1.45	
    197295	13.40	14.72	-1.35	
    197357	13.40	14.85	-1.35	
    197420	13.40	14.72	-1.35	
    197482	13.40	14.72	-1.35	
    197544	13.40	14.72	-1.35	
    197607	13.40	14.72	-1.35	
    197669	13.40	14.72	-1.35	
    197732	13.40	14.72	-1.45	
    197794	13.40	14.72	-1.32	
    197856	13.40	14.72	-1.32	
    197919	13.40	14.72	-1.32	
    197981	13.40	14.72	-1.45	
    198044	13.40	14.72	-1.32	
    198106	13.40	14.72	-1.32	
    198168	13.40	14.72	-1.32	
    198231	13.40	14.72	-1.32	
    198293	13.40	14.72	-1.32	
    198356	13.40	14.72	-1.32	
    198418	13.40	14.72	-1.32	
    198480	13.40	14.72	-1.32	
    198543	13.40	14.72	-1.32	
    198605	13.40	14.72	-1.32	
    198668	13.40	14.72	-1.32	
    198730	13.40	14.72	-1.32	
    198793	13.40	14.72	-1.32	
    198855	13.40	14.72	-1.32	
    198917	13.40	14.72	-1.32	
    198980	13.40	14.72	-1.32	
    199042	13.40	14.72	-1.32	
    199105	13.40	14.72	-1.32	
    199167	13.40	14.72	-1.32	
    199229	13.40	14.72	-1.32	
    199292	13.40	14.72	-1.32	
    199354	13.40	14.72	-1.32	
    199417	13.40	14.72	-1.32	
    199479	13.40	14.72	-1.32	
    199541	13.40	14.72	-1.32	
    199604	13.40	14.72	-1.32	
    199666	13.40	14.72	-1.32	
    199729	13.40	14.72	-1.32	
    199791	13.40	14.72	-1.32	
    199853	13.50	14.72	-1.32	
    199916	13.40	14.72	-1.32	
    199978	13.40	14.72	-1.32	
    200041	13.40	14.72	-1.22	
    200103	13.40	14.72	-1.22	
    200165	13.40	14.72	-1.32	
    200228	13.40	14.72	-1.32	
    200290	13.40	14.72	-1.32	
    200353	13.50	14.72	-1.32	
    200415	13.40	14.72	-1.32	
    200477	13.40	14.72	-1.32	
    200540	13.40	14.72	-1.32	
    200602	13.40	14.72	-1.32	
    200665	13.40	14.85	-1.32	
    200727	13.40	14.72	-1.32	
    200789	13.40	14.72	-1.32	
    200852	13.40	14.72	-1.32	
    200914	13.40	14.72	-1.32	
    200977	13.40	14.72	-1.32	
    201039	13.40	14.72	-1.32	
    201101	13.40	14.72	-1.32	
    201164	13.40	14.72	-1.22	
    201226	13.50	14.72	-1.22	
    201289	13.40	14.72	-1.32	
    201351	13.50	14.72	-1.32	
    201413	13.40	14.72	-1.22	
    201476	13.40	14.72	-1.32	
    201538	13.40	14.72	-1.32	
    201601	13.40	14.72	-1.32	
    201663	13.40	14.72	-1.22	
    201725	13.40	14.72	-1.32	
    201788	13.40	14.72	-1.22	
    201850	13.40	14.72	-1.32	
    201913	13.40	14.72	-1.32	
    201975	13.50	14.72	-1.32	
    202037	13.40	14.72	-1.32	
    202100	13.50	14.72	-1.32	
    202162	13.50	14.72	-1.22	
    202225	13.50	14.72	-1.32	
    202287	13.40	14.72	-1.32	
    202349	13.40	14.72	-1.22	
    202412	13.40	14.72	-1.22	
    202474	13.40	14.72	-1.32	
    202537	13.40	14.59	-1.22	
    202599	13.40	14.59	-1.19	
    202661	13.40	14.59	-1.19	
    202724	13.40	14.59	-1.19	
    202786	13.40	14.59	-1.19	
    202849	13.40	14.59	-1.19	
    202911	13.40	14.59	-1.19	
    202973	13.40	14.59	-1.19	
    203036	13.40	14.59	-1.19	
    203098	13.40	14.59	-1.19	
    203161	13.40	14.59	-1.19	
    203223	13.40	14.59	-1.19	
    203285	13.40	14.59	-1.19	
    203348	13.40	14.59	-1.19	
    203410	13.40	14.59	-1.19	
    203473	13.40	14.59	-1.19	
    203535	13.40	14.59	-1.19	
    203597	13.40	14.59	-1.19	
    203660	13.40	14.59	-1.19	
    203722	13.40	14.59	-1.19	
    203785	13.40	14.59	-1.19	
    203847	13.40	14.59	-1.19	
    203909	13.40	14.59	-1.19	
    203972	13.40	14.59	-1.19	
    204034	13.40	14.59	-1.19	
    204097	13.40	14.59	-1.19	
    204159	13.40	14.59	-1.19	
    204221	13.40	14.59	-1.19	
    204284	13.40	14.59	-1.19	
    204346	13.40	14.59	-1.19	
    204409	13.40	14.59	-1.19	
    204471	13.40	14.59	-1.19	
    204533	13.40	14.59	-1.19	
    204596	13.40	14.59	-1.19	
    204658	13.40	14.59	-1.19	
    204721	13.40	14.59	-1.19	
    204783	13.40	14.59	-1.19	
    204845	13.40	14.59	-1.19	
    204908	13.40	14.59	-1.19	
    204970	13.40	14.59	-1.19	
    205033	13.40	14.59	-1.19	
    205095	13.40	14.59	-1.19	
    205157	13.40	14.59	-1.19	
    205220	13.40	14.59	-1.19	
    205282	13.40	14.59	-1.19	
    205345	13.40	14.59	-1.19	
    205407	13.40	14.59	-1.19	
    205469	13.40	14.59	-1.19	
    205532	13.50	14.59	-1.19	
    205594	13.40	14.59	-1.19	
    205657	13.40	14.59	-1.19	
    205719	13.40	14.59	-1.19	
    205781	13.50	14.59	-1.10	
    205844	13.40	14.59	-1.19	
    205906	13.40	14.59	-1.19	
    205969	13.40	14.59	-1.19	
    206031	13.40	14.59	-1.10	
    206093	13.40	14.59	-1.19	
    206156	13.40	14.59	-1.19	
    206218	13.40	14.59	-1.19	
    206281	13.40	14.59	-1.19	
    206343	13.40	14.59	-1.10	
    206405	13.40	14.59	-1.10	
    206468	13.40	14.59	-1.19	
    206530	13.40	14.59	-1.10	
    206593	13.40	14.46	-1.19	
    206655	13.40	14.59	-1.10	
    206717	13.40	14.46	-1.10	
    206780	13.50	14.59	-1.19	
    206842	13.40	14.59	-1.19	
    206905	13.40	14.46	-1.07	
    206967	13.40	14.46	-1.07	
    207029	13.40	14.46	-1.07	
    207092	13.40	14.46	-1.07	
    207154	13.40	14.59	-1.07	
    207217	13.40	14.46	-1.07	
    207279	13.40	14.46	-1.07	
    207341	13.40	14.46	-1.07	
    207404	13.40	14.46	-1.07	
    207466	13.40	14.46	-1.07	
    207529	13.40	14.46	-1.07	
    207591	13.40	14.46	-1.07	
    207653	13.40	14.46	-1.07	
    207716	13.40	14.46	-1.07	
    207778	13.40	14.46	-1.07	
    207841	13.40	14.46	-1.07	
    207903	13.40	14.46	-1.07	
    207965	13.40	14.46	-1.07	
    208028	13.40	14.46	-1.07	
    208090	13.40	14.46	-1.07	
    208153	13.40	14.46	-1.07	
    208215	13.40	14.46	-1.07	
    208277	13.40	14.46	-1.07	
    208340	13.40	14.46	-1.07	
    208402	13.40	14.46	-1.07	
    208465	13.40	14.46	-1.07	
    208527	13.40	14.46	-1.07	
    208589	13.40	14.46	-1.07	
    208652	13.40	14.46	-1.07	
    208714	13.40	14.46	-1.07	
    208777	13.40	14.46	-1.07	
    208839	13.40	14.46	-1.07	
    208901	13.40	14.46	-1.07	
    208964	13.40	14.46	-1.07	
    209026	13.40	14.46	-1.07	
    209089	13.40	14.46	-1.07	
    209151	13.40	14.46	-1.07	
    209213	13.40	14.46	-1.07	
    209276	13.40	14.46	-1.07	
    209338	13.40	14.46	-1.07	
    209401	13.40	14.46	-1.07	
    209463	13.40	14.46	-1.07	
    209525	13.40	14.46	-1.07	
    209588	13.40	14.46	-1.07	
    209650	13.40	14.46	-1.07	
    209713	13.40	14.46	-1.07	
    209775	13.40	14.46	-1.07	
    209837	13.40	14.46	-1.07	
    209900	13.40	14.46	-1.07	
    209962	13.40	14.46	-1.07	
    210025	13.40	14.46	-1.07	
    210087	13.40	14.46	-1.07	
    210149	13.40	14.46	-1.07	
    210212	13.40	14.46	-1.07	
    210274	13.40	14.46	-1.07	
    210337	13.40	14.46	-1.07	
    210399	13.40	14.46	-1.07	
    210461	13.40	14.46	-1.07	
    210524	13.40	14.46	-1.07	
    210586	13.40	14.46	-1.07	
    210649	13.40	14.46	-1.07	
    210711	13.40	14.46	-1.07	
    210773	13.40	14.46	-1.07	
    210836	13.40	14.46	-1.07	
    210898	13.40	14.46	-1.07	
    210961	13.40	14.46	-1.07	
    211023	13.40	14.46	-1.07	
    211085	13.40	14.46	-1.07	
    211148	13.40	14.46	-1.07	
    211210	13.40	14.46	-1.07	
    211273	13.40	14.46	-1.07	
    211335	13.40	14.46	-1.07	
    211397	13.40	14.46	-1.07	
    211460	13.40	14.46	-1.07	
    211522	13.50	14.46	-1.07	
    211585	13.40	14.46	-1.07	
    211647	13.40	14.46	-1.07	
    211709	13.50	14.46	-1.07	
    211772	13.40	14.46	-1.07	
    211834	13.40	14.46	-1.07	
    211897	13.40	14.46	-1.07	
    211959	13.40	14.46	-1.07	
    212021	13.40	14.46	-1.07	
    212084	13.40	14.46	-1.07	
    212146	13.40	14.46	-1.07	
    212209	13.40	14.46	-1.07	
    212271	13.40	14.46	-1.07	
    212333	13.40	14.46	-1.07	
    212396	13.50	14.46	-1.07	
    212458	13.50	14.46	-1.07	
    212521	13.40	14.46	-1.07	
    212583	13.40	14.46	-1.07	
    212645	13.40	14.46	-1.07	
    212708	13.40	14.46	-1.07	
    212770	13.50	14.46	-1.07	
    212833	13.40	14.46	-1.07	
    212895	13.40	14.34	-1.07	
    212957	13.40	14.46	-0.97	
    213020	13.40	14.46	-1.07	
    213082	13.40	14.46	-0.97	
    213145	13.40	14.46	-1.07	
    213207	13.40	14.34	-0.94	
    213269	13.40	14.34	-0.94	
    213332	13.40	14.34	-0.94	
    213394	13.40	14.34	-0.94	
    213457	13.40	14.34	-0.94	
    213519	13.40	14.34	-0.94	
    213581	13.40	14.34	-0.94	
    213644	13.40	14.34	-0.94	
    213706	13.40	14.34	-0.94	
    213769	13.40	14.34	-0.94	
    213831	13.40	14.34	-0.94	
    213893	13.40	14.34	-0.94	
    213956	13.40	14.34	-0.94	
    214018	13.40	14.34	-0.94	
    214081	13.40	14.34	-0.94	
    214143	13.40	14.34	-0.94	
    214205	13.40	14.34	-0.94	
    214268	13.40	14.46	-0.94	
    214330	13.40	14.34	-0.94	
    214393	13.40	14.34	-0.94	
    214455	13.40	14.34	-0.94	
    214517	13.40	14.34	-0.94	
    214580	13.40	14.34	-0.94	
    214642	13.40	14.34	-0.94	
    214705	13.40	14.34	-0.94	
    214767	13.40	14.34	-0.94	
    214829	13.40	14.34	-0.94	
    214892	13.40	14.34	-0.94	
    214954	13.40	14.34	-0.94	
    215017	13.40	14.34	-0.94	
    215079	13.40	14.34	-0.94	
    215141	13.40	14.34	-0.94	
    215204	13.40	14.34	-0.94	
    215266	13.40	14.34	-0.94	
    215329	13.40	14.34	-0.94	
    215391	13.40	14.34	-0.94	
    215453	13.40	14.34	-0.94	
    215516	13.40	14.34	-0.94	
    215578	13.40	14.34	-0.94	
    215641	13.40	14.34	-0.94	
    215703	13.40	14.34	-0.94	
    215765	13.40	14.34	-0.94	
    215828	13.40	14.34	-0.94	
    215890	13.40	14.34	-0.94	
    215953	13.40	14.34	-0.94	
    216015	13.40	14.34	-0.94	
    216077	13.40	14.34	-0.94	
    216140	13.40	14.34	-0.94	
    216202	13.40	14.34	-0.94	
    216265	13.40	14.34	-0.94	
    216327	13.40	14.34	-0.94	
    216389	13.40	14.34	-0.94	
    216452	13.40	14.34	-0.94	
    216514	13.40	14.34	-0.94	
    216577	13.40	14.34	-0.94	
    216639	13.40	14.34	-0.94	
    216701	13.40	14.34	-0.94	
    216764	13.40	14.34	-0.94	
    216826	13.40	14.34	-0.94	
    216889	13.40	14.34	-0.94	
    216951	13.40	14.34	-0.94	
    217013	13.40	14.34	-0.94	
    217076	13.40	14.34	-0.94	
    217138	13.40	14.34	-0.94	
    217201	13.40	14.34	-0.94	
    217263	13.40	14.34	-0.94	
    217325	13.40	14.34	-0.94	
    217388	13.40	14.34	-0.94	
    217450	13.40	14.34	-0.94	
    217513	13.40	14.34	-0.94	
    217575	13.40	14.34	-0.94	
    217637	13.40	14.34	-0.94	
    217700	13.40	14.34	-0.94	
    217762	13.40	14.34	-0.94	
    217825	13.40	14.34	-0.94	
    217887	13.40	14.34	-0.94	
    217949	13.40	14.34	-0.94	
    218012	13.40	14.34	-0.94	
    218074	13.40	14.34	-0.94	
    218137	13.40	14.34	-0.94	
    218199	13.40	14.34	-0.94	
    218261	13.40	14.34	-0.94	
    218324	13.40	14.34	-0.94	
    218386	13.40	14.34	-0.94	
    218449	13.50	14.34	-0.94	
    218511	13.40	14.34	-0.94	
    218573	13.40	14.34	-0.94	
    218636	13.40	14.34	-0.94	
    218698	13.50	14.46	-0.94	
    218761	13.40	14.34	-0.94	
    218823	13.40	14.34	-0.94	
    218885	13.40	14.34	-0.84	
    218948	13.40	14.34	-0.94	
    219010	13.50	14.34	-0.94	
    219073	13.40	14.34	-0.94	
    219135	13.40	14.34	-0.94	
    219197	13.40	14.34	-0.94	
    219260	13.40	14.21	-0.94	
    219322	13.40	14.34	-0.94	
    219385	13.40	14.34	-0.94	
    219447	13.40	14.34	-0.94	
    219509	13.40	14.34	-0.94	
    219572	13.40	14.34	-0.94	
    219634	13.40	14.34	-0.94	
    219697	13.40	14.34	-0.94	
    219759	13.40	14.34	-0.94	
    219821	13.40	14.34	-0.84	
    219884	13.40	14.34	-0.94	
    219946	13.50	14.34	-0.94	
    220009	13.50	14.34	-0.84	
    220071	13.40	14.34	-0.94	
    220133	13.40	14.21	-0.81	
    220196	13.40	14.34	-0.81	
    220258	13.40	14.34	-0.94	
    220321	13.40	14.21	-0.81	
    220383	13.40	14.34	-0.81	
    220445	13.40	14.21	-0.81	
    220508	13.40	14.21	-0.94	
    220570	13.40	14.34	-0.81	
    220633	13.40	14.21	-0.94	
    220695	13.40	14.21	-0.81	
    220757	13.40	14.21	-0.81	
    220820	13.40	14.21	-0.81	
    220882	13.40	14.34	-0.81	
    220945	13.40	14.21	-0.81	
    221007	13.40	14.21	-0.81	
    221069	13.40	14.21	-0.81	
    221132	13.40	14.21	-0.81	
    221194	13.40	14.21	-0.81	
    221257	13.40	14.21	-0.81	
    221319	13.40	14.21	-0.81	
    221381	13.40	14.21	-0.81	
    221444	13.40	14.21	-0.81	
    221506	13.40	14.21	-0.81	
    221569	13.40	14.21	-0.81	
    221631	13.40	14.21	-0.81	
    221693	13.40	14.21	-0.81	
    221756	13.40	14.21	-0.81	
    221818	13.40	14.21	-0.81	
    221881	13.40	14.21	-0.81	
    221943	13.40	14.21	-0.81	
    222005	13.40	14.21	-0.81	
    222068	13.40	14.21	-0.81	
    222130	13.40	14.21	-0.81	
    222193	13.40	14.21	-0.81	
    222255	13.40	14.21	-0.81	
    222317	13.40	14.21	-0.81	
    222380	13.40	14.21	-0.81	
    222442	13.40	14.21	-0.81	
    222505	13.40	14.21	-0.81	
    222567	13.40	14.21	-0.81	
    222629	13.40	14.21	-0.81	
    222692	13.40	14.21	-0.81	
    222754	13.40	14.21	-0.81	
    222817	13.40	14.21	-0.81	
    222879	13.40	14.21	-0.81	
    222941	13.40	14.21	-0.81	
    223004	13.40	14.21	-0.81	
    223066	13.40	14.21	-0.81	
    223129	13.40	14.21	-0.81	
    223191	13.40	14.21	-0.81	
    223253	13.40	14.21	-0.81	
    223316	13.40	14.21	-0.81	
    223378	13.40	14.21	-0.81	
    223441	13.40	14.21	-0.81	
    223503	13.40	14.21	-0.81	
    223565	13.40	14.21	-0.81	
    223628	13.40	14.21	-0.81	
    223690	13.40	14.21	-0.81	
    223753	13.40	14.21	-0.81	
    223815	13.40	14.21	-0.81	
    223877	13.40	14.21	-0.81	
    223940	13.40	14.21	-0.81	
    224002	13.40	14.21	-0.81	
    224065	13.40	14.21	-0.81	
    224127	13.40	14.21	-0.81	
    224189	13.40	14.21	-0.81	
    224252	13.40	14.21	-0.81	
    224314	13.40	14.21	-0.81	
    224377	13.40	14.21	-0.81	
    224439	13.40	14.21	-0.81	
    224501	13.40	14.21	-0.81	
    224564	13.40	14.21	-0.81	
    224626	13.50	14.34	-0.81	
    224689	13.40	14.21	-0.81	
    224751	13.40	14.21	-0.81	
    224813	13.40	14.21	-0.81	
    224876	13.40	14.21	-0.81	
    224938	13.40	14.21	-0.81	
    225001	13.40	14.21	-0.81	
    225063	13.40	14.21	-0.81	
    225125	13.40	14.21	-0.81	
    225188	13.40	14.21	-0.81	
    225250	13.40	14.21	-0.81	
    225313	13.40	14.21	-0.81	
    225375	13.40	14.21	-0.81	
    225437	13.40	14.21	-0.81	
    225500	13.40	14.21	-0.81	
    225562	13.40	14.21	-0.81	
    225625	13.40	14.21	-0.81	
    225687	13.50	14.21	-0.81	
    225749	13.40	14.21	-0.81	
    225812	13.40	14.21	-0.81	
    225874	13.40	14.21	-0.81	
    225937	13.40	14.21	-0.81	
    225999	13.40	14.21	-0.81	
    226061	13.40	14.21	-0.81	
    226124	13.40	14.21	-0.81	
    226186	13.40	14.21	-0.81	
    226249	13.40	14.21	-0.81	
    226311	13.40	14.21	-0.81	
    226373	13.40	14.21	-0.81	
    226436	13.40	14.08	-0.81	
    226498	13.40	14.21	-0.81	
    226561	13.40	14.21	-0.81	
    226623	13.40	14.21	-0.81	
    226685	13.40	14.21	-0.81	
    226748	13.40	14.21	-0.81	
    226810	13.40	14.21	-0.81	
    226873	13.40	14.21	-0.81	
    226935	13.40	14.21	-0.81	
    226997	13.40	14.21	-0.81	
    227060	13.40	14.21	-0.81	
    227122	13.40	14.21	-0.81	
    227185	13.40	14.21	-0.81	
    227247	13.40	14.21	-0.81	
    227309	13.40	14.21	-0.81	
    227372	13.40	14.21	-0.81	
    227434	13.40	14.21	-0.81	
    227497	13.40	14.21	-0.71	
    227559	13.40	14.21	-0.81	
    227621	13.40	14.21	-0.81	
    227684	13.40	14.21	-0.81	
    227746	13.40	14.21	-0.81	
    227809	13.40	14.21	-0.81	
    227871	13.40	14.21	-0.81	
    227933	13.40	14.21	-0.81	
    227996	13.40	14.21	-0.81	
    228058	13.40	14.21	-0.81	
    228121	13.40	14.21	-0.81	
    228183	13.40	14.21	-0.81	
    228245	13.40	14.21	-0.81	
    228308	13.40	14.21	-0.81	
    228370	13.40	14.21	-0.81	
    228433	13.40	14.08	-0.81	
    228495	13.40	14.21	-0.81	
    228557	13.40	14.21	-0.71	
    228620	13.40	14.21	-0.81	
    228682	13.40	14.21	-0.81	
    228745	13.40	14.08	-0.81	
    228807	13.40	14.21	-0.81	
    228869	13.40	14.21	-0.81	
    228932	13.40	14.21	-0.81	
    228994	13.50	14.21	-0.81	
    229057	13.40	14.21	-0.68	
    229119	13.40	14.21	-0.71	
    229181	13.40	14.21	-0.81	
    229244	13.40	14.21	-0.81	
    229306	13.40	14.21	-0.81	
    229369	13.40	14.21	-0.81	
    229431	13.40	14.21	-0.71	
    229493	13.40	14.08	-0.71	
    229556	13.40	14.08	-0.81	
    229618	13.40	14.08	-0.68	
    229681	13.40	14.08	-0.81	
    229743	13.40	14.08	-0.68	
    229805	13.40	14.08	-0.68	
    229868	13.40	14.08	-0.68	
    229930	13.40	14.08	-0.68	
    229993	13.40	14.08	-0.68	
    230055	13.40	14.08	-0.68	
    230118	13.40	14.08	-0.68	
    230180	13.40	14.08	-0.68	
    230242	13.40	14.08	-0.68	
    230305	13.40	14.08	-0.68	
    230367	13.40	14.08	-0.68	
    230430	13.40	14.08	-0.68	
    230492	13.40	14.08	-0.68	
    230554	13.40	14.08	-0.68	
    230617	13.40	14.08	-0.68	
    230679	13.40	14.08	-0.58	
    230742	13.40	14.08	-0.68	
    230804	13.40	14.08	-0.68	
    230866	13.40	14.08	-0.68	
    230929	13.40	14.08	-0.68	
    230991	13.40	14.08	-0.68	
    231054	13.40	14.08	-0.68	
    231116	13.40	14.08	-0.68	
    231178	13.40	14.08	-0.68	
    231241	13.40	14.08	-0.68	
    231303	13.40	14.08	-0.68	
    231366	13.40	14.08	-0.68	
    231428	13.40	14.08	-0.68	
    231490	13.40	14.08	-0.68	
    231553	13.40	14.08	-0.68	
    231615	13.40	14.08	-0.68	
    231678	13.40	14.08	-0.68	
    231740	13.40	14.08	-0.68	
    231802	13.40	14.08	-0.68	
    231865	13.40	14.08	-0.68	
    231927	13.40	14.08	-0.68	
    231990	13.40	14.08	-0.68	
    232052	13.40	14.08	-0.68	
    232114	13.40	14.08	-0.68	
    232177	13.40	14.08	-0.68	
    232239	13.40	14.08	-0.68	
    232302	13.40	14.08	-0.68	
    232364	13.40	14.08	-0.68	
    232426	13.40	14.08	-0.68	
    232489	13.40	14.08	-0.68	
    232551	13.40	14.08	-0.68	
    232614	13.40	14.08	-0.68	
    232676	13.40	14.08	-0.68	
    232738	13.40	14.08	-0.68	
    232801	13.40	14.08	-0.68	
    232863	13.40	14.08	-0.68	
    232926	13.40	14.08	-0.68	
    232988	13.40	14.08	-0.68	
    233050	13.40	14.08	-0.68	
    233113	13.40	14.08	-0.68	
    233175	13.40	14.08	-0.68	
    233238	13.40	14.08	-0.68	
    233300	13.40	14.08	-0.68	
    233362	13.40	14.08	-0.68	
    233425	13.40	14.08	-0.68	
    233487	13.40	14.08	-0.68	
    233550	13.40	14.08	-0.68	
    233612	13.40	14.08	-0.68	
    233674	13.40	14.08	-0.68	
    233737	13.40	14.08	-0.68	
    233799	13.40	14.08	-0.68	
    233862	13.40	13.95	-0.68	
    233924	13.40	14.08	-0.68	
    233986	13.40	14.08	-0.68	
    234049	13.40	14.08	-0.68	
    234111	13.40	14.08	-0.68	
    234174	13.40	14.08	-0.68	
    234236	13.40	14.08	-0.68	
    234298	13.40	14.08	-0.68	
    234361	13.40	14.08	-0.68	
    234423	13.40	14.08	-0.68	
    234486	13.40	14.08	-0.68	
    234548	13.40	14.08	-0.68	
    234610	13.40	14.08	-0.68	
    234673	13.40	14.08	-0.68	
    234735	13.40	14.08	-0.68	
    234798	13.40	14.08	-0.68	
    234860	13.40	14.08	-0.68	
    234922	13.40	14.08	-0.68	
    234985	13.40	14.08	-0.68	
    235047	13.40	14.08	-0.68	
    235110	13.40	14.08	-0.68	
    235172	13.40	14.08	-0.68	
    235234	13.40	14.08	-0.68	
    235297	13.40	14.08	-0.68	
    235359	13.40	14.08	-0.68	
    235422	13.40	14.08	-0.68	
    235484	13.40	14.08	-0.68	
    235546	13.40	14.08	-0.68	
    235609	13.40	14.08	-0.68	
    235671	13.40	14.08	-0.68	
    235734	13.40	14.08	-0.68	
    235796	13.40	14.08	-0.68	
    235858	13.40	14.08	-0.68	
    235921	13.40	14.08	-0.68	
    235983	13.40	14.08	-0.68	
    236046	13.40	14.08	-0.68	
    236108	13.40	14.08	-0.68	
    236170	13.40	14.08	-0.68	
    236233	13.40	14.08	-0.68	
    236295	13.40	14.08	-0.68	
    236358	13.40	14.08	-0.68	
    236420	13.40	14.08	-0.68	
    236482	13.40	14.08	-0.68	
    236545	13.40	13.95	-0.68	
    236607	13.40	14.08	-0.58	
    236670	13.40	14.08	-0.68	
    236732	13.40	14.08	-0.68	
    236794	13.40	14.08	-0.68	
    236857	13.40	14.08	-0.68	
    236919	13.40	14.08	-0.68	
    236982	13.50	14.08	-0.68	
    237044	13.40	14.08	-0.68	
    237106	13.40	14.08	-0.68	
    237169	13.40	14.08	-0.68	
    237231	13.40	14.08	-0.68	
    237294	13.40	14.08	-0.68	
    237356	13.40	13.95	-0.68	
    237418	13.40	14.08	-0.68	
    237481	13.40	14.08	-0.68	
    237543	13.40	13.95	-0.68	
    237606	13.40	14.08	-0.68	
    237668	13.40	14.08	-0.68	
    237730	13.40	14.08	-0.68	
    237793	13.40	14.08	-0.68	
    237855	13.40	14.08	-0.68	
    237918	13.40	13.95	-0.68	
    237980	13.40	14.08	-0.58	
    238042	13.40	14.08	-0.68	
    238105	13.40	14.08	-0.68	
    238167	13.40	14.08	-0.58	
    238230	13.40	14.08	-0.68	
    238292	13.40	14.08	-0.68	
    238354	13.40	14.08	-0.68	
    238417	13.40	14.08	-0.68	
    238479	13.40	14.08	-0.68	
    238542	13.40	14.08	-0.68	
    238604	13.40	13.95	-0.68	
    238666	13.40	13.95	-0.58	
    238729	13.40	14.08	-0.68	
    238791	13.40	14.08	-0.68	
    238854	13.40	13.95	-0.68	
    238916	13.40	14.08	-0.68	
    238978	13.40	14.08	-0.68	
    239041	13.40	14.08	-0.68	
    239103	13.40	13.95	-0.55	
    239166	13.40	13.95	-0.68	
    239228	13.40	14.08	-0.68	
    239290	13.40	14.08	-0.68	
    239353	13.40	14.08	-0.68	
    239415	13.40	13.95	-0.68	
    239478	13.50	14.08	-0.68	
    239540	13.40	13.95	-0.55	
    239602	13.40	14.08	-0.68	
    239665	13.40	14.08	-0.68	
    239727	13.40	14.08	-0.68	
    239790	13.40	14.08	-0.55	
    239852	13.50	14.08	-0.68	
    239914	13.40	13.95	-0.55	
    239977	13.40	13.95	-0.55	
    240039	13.40	13.95	-0.55	
    240102	13.40	14.08	-0.58	
    240164	13.40	14.08	-0.58	
    240226	13.50	14.08	-0.68	
    240289	13.40	13.95	-0.58	
    240351	13.40	14.08	-0.58	
    240414	13.40	14.08	-0.58	
    240476	13.40	14.08	-0.55	
    240538	13.40	13.95	-0.55	
    240601	13.40	14.08	-0.55	
    240663	13.40	13.95	-0.55	
    240726	13.40	13.95	-0.58	
    240788	13.40	13.95	-0.68	
    240850	13.40	13.95	-0.58	
    240913	13.40	13.95	-0.58	
    240975	13.40	14.08	-0.55	
    241038	13.40	14.08	-0.55	
    241100	13.40	14.08	-0.55	
    241162	13.40	13.95	-0.55	
    241225	13.40	13.95	-0.55	
    241287	13.40	13.95	-0.58	
    241350	13.40	13.95	-0.55	
    241412	13.40	14.08	-0.68	
    241474	13.40	14.08	-0.68	
    241537	13.40	13.95	-0.55	
    241599	13.40	14.08	-0.68	
    241662	13.40	14.08	-0.68	
    241724	13.40	13.95	-0.55	
    241786	13.40	13.95	-0.55	
    241849	13.40	14.08	-0.55	
    241911	13.40	13.95	-0.55	
    241974	13.50	14.08	-0.68	
    242036	13.40	13.95	-0.55	
    242098	13.40	13.95	-0.55	
    242161	13.40	13.95	-0.55	
    242223	13.40	14.08	-0.55	
    242286	13.40	13.95	-0.58	
    242348	13.40	13.95	-0.55	
    242410	13.40	14.08	-0.58	
    242473	13.40	13.95	-0.58	
    242535	13.40	13.95	-0.55	
    242598	13.40	13.95	-0.55	
    242660	13.40	13.95	-0.55	
    242722	13.40	13.95	-0.55	
    242785	13.40	14.08	-0.55	
    242847	13.40	13.95	-0.55	
    242910	13.40	13.95	-0.55	
